frequency (Hz),distance (ft),tx_gain (dBi),rx_gain (dBi),fspl (dB)
3700000000.0,80,15,0,56.556133474530014
3700000000.0,80,15,1,55.556133474530014
3700000000.0,80,15,2,54.556133474530014
3700000000.0,80,15,3,53.556133474530014
3700000000.0,80,15,4,52.556133474530014
3700000000.0,80,15,5,51.556133474530014
3700000000.0,80,15,6,50.556133474530014
3700000000.0,80,15,7,49.556133474530014
3700000000.0,80,15,8,48.556133474530014
3700000000.0,80,15,9,47.556133474530014
3700000000.0,80,15,10,46.556133474530014
3700000000.0,80,15,11,45.556133474530014
3700000000.0,80,15,12,44.556133474530014
3700000000.0,80,15,13,43.556133474530014
3700000000.0,80,15,14,42.556133474530014
3700000000.0,80,15,15,41.556133474530014
3700000000.0,85,0,0,72.082712248977
3700000000.0,85,0,1,71.082712248977
3700000000.0,85,0,2,70.082712248977
3700000000.0,85,0,3,69.082712248977
3700000000.0,85,0,4,68.082712248977
3700000000.0,85,0,5,67.082712248977
3700000000.0,85,0,6,66.082712248977
3700000000.0,85,0,7,65.082712248977
3700000000.0,85,0,8,64.082712248977
3700000000.0,85,0,9,63.082712248977
3700000000.0,85,0,10,62.082712248977
3700000000.0,85,0,11,61.082712248977
3700000000.0,85,0,12,60.082712248977
3700000000.0,85,0,13,59.082712248977
3700000000.0,85,0,14,58.082712248977
3700000000.0,85,0,15,57.082712248977
3700000000.0,85,1,0,71.082712248977
3700000000.0,85,1,1,70.082712248977
3700000000.0,85,1,2,69.082712248977
3700000000.0,85,1,3,68.082712248977
3700000000.0,85,1,4,67.082712248977
3700000000.0,85,1,5,66.082712248977
3700000000.0,85,1,6,65.082712248977
3700000000.0,85,1,7,64.082712248977
3700000000.0,85,1,8,63.082712248977
3700000000.0,85,1,9,62.082712248977
3700000000.0,85,1,10,61.082712248977
3700000000.0,85,1,11,60.082712248977
3700000000.0,85,1,12,59.082712248977
3700000000.0,85,1,13,58.082712248977
3700000000.0,85,1,14,57.082712248977
3700000000.0,85,1,15,56.082712248977
3700000000.0,85,2,0,70.082712248977
3700000000.0,85,2,1,69.082712248977
3700000000.0,85,2,2,68.082712248977
3700000000.0,85,2,3,67.082712248977
3700000000.0,85,2,4,66.082712248977
3700000000.0,85,2,5,65.082712248977
3700000000.0,85,2,6,64.082712248977
3700000000.0,85,2,7,63.082712248977
3700000000.0,85,2,8,62.082712248977
3700000000.0,85,2,9,61.082712248977
3700000000.0,85,2,10,60.082712248977
3700000000.0,85,2,11,59.082712248977
3700000000.0,85,2,12,58.082712248977
3700000000.0,85,2,13,57.082712248977
3700000000.0,85,2,14,56.082712248977
3700000000.0,85,2,15,55.082712248977
3700000000.0,85,3,0,69.082712248977
3700000000.0,85,3,1,68.082712248977
3700000000.0,85,3,2,67.082712248977
3700000000.0,85,3,3,66.082712248977
3700000000.0,85,3,4,65.082712248977
3700000000.0,85,3,5,64.082712248977
3700000000.0,85,3,6,63.082712248977
3700000000.0,85,3,7,62.082712248977
3700000000.0,85,3,8,61.082712248977
3700000000.0,85,3,9,60.082712248977
3700000000.0,85,3,10,59.082712248977
3700000000.0,85,3,11,58.082712248977
3700000000.0,85,3,12,57.082712248977
3700000000.0,85,3,13,56.082712248977
3700000000.0,85,3,14,55.082712248977
3700000000.0,85,3,15,54.082712248977
3700000000.0,85,4,0,68.082712248977
3700000000.0,85,4,1,67.082712248977
3700000000.0,85,4,2,66.082712248977
3700000000.0,85,4,3,65.082712248977
3700000000.0,85,4,4,64.082712248977
3700000000.0,85,4,5,63.082712248977
3700000000.0,85,4,6,62.082712248977
3700000000.0,85,4,7,61.082712248977
3700000000.0,85,4,8,60.082712248977
3700000000.0,85,4,9,59.082712248977
3700000000.0,85,4,10,58.082712248977
3700000000.0,85,4,11,57.082712248977
3700000000.0,85,4,12,56.082712248977
3700000000.0,85,4,13,55.082712248977
3700000000.0,85,4,14,54.082712248977
3700000000.0,85,4,15,53.082712248977
3700000000.0,85,5,0,67.082712248977
3700000000.0,85,5,1,66.082712248977
3700000000.0,85,5,2,65.082712248977
3700000000.0,85,5,3,64.082712248977
3700000000.0,85,5,4,63.082712248977
3700000000.0,85,5,5,62.082712248977
3700000000.0,85,5,6,61.082712248977
3700000000.0,85,5,7,60.082712248977
3700000000.0,85,5,8,59.082712248977
3700000000.0,85,5,9,58.082712248977
3700000000.0,85,5,10,57.082712248977
3700000000.0,85,5,11,56.082712248977
3700000000.0,85,5,12,55.082712248977
3700000000.0,85,5,13,54.082712248977
3700000000.0,85,5,14,53.082712248977
3700000000.0,85,5,15,52.082712248977
3700000000.0,85,6,0,66.082712248977
3700000000.0,85,6,1,65.082712248977
3700000000.0,85,6,2,64.082712248977
3700000000.0,85,6,3,63.082712248977
3700000000.0,85,6,4,62.082712248977
3700000000.0,85,6,5,61.082712248977
3700000000.0,85,6,6,60.082712248977
3700000000.0,85,6,7,59.082712248977
3700000000.0,85,6,8,58.082712248977
3700000000.0,85,6,9,57.082712248977
3700000000.0,85,6,10,56.082712248977
3700000000.0,85,6,11,55.082712248977
3700000000.0,85,6,12,54.082712248977
3700000000.0,85,6,13,53.082712248977
3700000000.0,85,6,14,52.082712248977
3700000000.0,85,6,15,51.082712248977
3700000000.0,85,7,0,65.082712248977
3700000000.0,85,7,1,64.082712248977
3700000000.0,85,7,2,63.082712248977
3700000000.0,85,7,3,62.082712248977
3700000000.0,85,7,4,61.082712248977
3700000000.0,85,7,5,60.082712248977
3700000000.0,85,7,6,59.082712248977
3700000000.0,85,7,7,58.082712248977
3700000000.0,85,7,8,57.082712248977
3700000000.0,85,7,9,56.082712248977
3700000000.0,85,7,10,55.082712248977
3700000000.0,85,7,11,54.082712248977
3700000000.0,85,7,12,53.082712248977
3700000000.0,85,7,13,52.082712248977
3700000000.0,85,7,14,51.082712248977
3700000000.0,85,7,15,50.082712248977
3700000000.0,85,8,0,64.082712248977
3700000000.0,85,8,1,63.082712248977
3700000000.0,85,8,2,62.082712248977
3700000000.0,85,8,3,61.082712248977
3700000000.0,85,8,4,60.082712248977
3700000000.0,85,8,5,59.082712248977
3700000000.0,85,8,6,58.082712248977
3700000000.0,85,8,7,57.082712248977
3700000000.0,85,8,8,56.082712248977
3700000000.0,85,8,9,55.082712248977
3700000000.0,85,8,10,54.082712248977
3700000000.0,85,8,11,53.082712248977
3700000000.0,85,8,12,52.082712248977
3700000000.0,85,8,13,51.082712248977
3700000000.0,85,8,14,50.082712248977
3700000000.0,85,8,15,49.082712248977
3700000000.0,85,9,0,63.082712248977
3700000000.0,85,9,1,62.082712248977
3700000000.0,85,9,2,61.082712248977
3700000000.0,85,9,3,60.082712248977
3700000000.0,85,9,4,59.082712248977
3700000000.0,85,9,5,58.082712248977
3700000000.0,85,9,6,57.082712248977
3700000000.0,85,9,7,56.082712248977
3700000000.0,85,9,8,55.082712248977
3700000000.0,85,9,9,54.082712248977
3700000000.0,85,9,10,53.082712248977
3700000000.0,85,9,11,52.082712248977
3700000000.0,85,9,12,51.082712248977
3700000000.0,85,9,13,50.082712248977
3700000000.0,85,9,14,49.082712248977
3700000000.0,85,9,15,48.082712248977
3700000000.0,85,10,0,62.082712248977
3700000000.0,85,10,1,61.082712248977
3700000000.0,85,10,2,60.082712248977
3700000000.0,85,10,3,59.082712248977
3700000000.0,85,10,4,58.082712248977
3700000000.0,85,10,5,57.082712248977
3700000000.0,85,10,6,56.082712248977
3700000000.0,85,10,7,55.082712248977
3700000000.0,85,10,8,54.082712248977
3700000000.0,85,10,9,53.082712248977
3700000000.0,85,10,10,52.082712248977
3700000000.0,85,10,11,51.082712248977
3700000000.0,85,10,12,50.082712248977
3700000000.0,85,10,13,49.082712248977
3700000000.0,85,10,14,48.082712248977
3700000000.0,85,10,15,47.082712248977
3700000000.0,85,11,0,61.082712248977
3700000000.0,85,11,1,60.082712248977
3700000000.0,85,11,2,59.082712248977
3700000000.0,85,11,3,58.082712248977
3700000000.0,85,11,4,57.082712248977
3700000000.0,85,11,5,56.082712248977
3700000000.0,85,11,6,55.082712248977
3700000000.0,85,11,7,54.082712248977
3700000000.0,85,11,8,53.082712248977
3700000000.0,85,11,9,52.082712248977
3700000000.0,85,11,10,51.082712248977
3700000000.0,85,11,11,50.082712248977
3700000000.0,85,11,12,49.082712248977
3700000000.0,85,11,13,48.082712248977
3700000000.0,85,11,14,47.082712248977
3700000000.0,85,11,15,46.082712248977
3700000000.0,85,12,0,60.082712248977
3700000000.0,85,12,1,59.082712248977
3700000000.0,85,12,2,58.082712248977
3700000000.0,85,12,3,57.082712248977
3700000000.0,85,12,4,56.082712248977
3700000000.0,85,12,5,55.082712248977
3700000000.0,85,12,6,54.082712248977
3700000000.0,85,12,7,53.082712248977
3700000000.0,85,12,8,52.082712248977
3700000000.0,85,12,9,51.082712248977
3700000000.0,85,12,10,50.082712248977
3700000000.0,85,12,11,49.082712248977
3700000000.0,85,12,12,48.082712248977
3700000000.0,85,12,13,47.082712248977
3700000000.0,85,12,14,46.082712248977
3700000000.0,85,12,15,45.082712248977
3700000000.0,85,13,0,59.082712248977
3700000000.0,85,13,1,58.082712248977
3700000000.0,85,13,2,57.082712248977
3700000000.0,85,13,3,56.082712248977
3700000000.0,85,13,4,55.082712248977
3700000000.0,85,13,5,54.082712248977
3700000000.0,85,13,6,53.082712248977
3700000000.0,85,13,7,52.082712248977
3700000000.0,85,13,8,51.082712248977
3700000000.0,85,13,9,50.082712248977
3700000000.0,85,13,10,49.082712248977
3700000000.0,85,13,11,48.082712248977
3700000000.0,85,13,12,47.082712248977
3700000000.0,85,13,13,46.082712248977
3700000000.0,85,13,14,45.082712248977
3700000000.0,85,13,15,44.082712248977
3700000000.0,85,14,0,58.082712248977
3700000000.0,85,14,1,57.082712248977
3700000000.0,85,14,2,56.082712248977
3700000000.0,85,14,3,55.082712248977
3700000000.0,85,14,4,54.082712248977
3700000000.0,85,14,5,53.082712248977
3700000000.0,85,14,6,52.082712248977
3700000000.0,85,14,7,51.082712248977
3700000000.0,85,14,8,50.082712248977
3700000000.0,85,14,9,49.082712248977
3700000000.0,85,14,10,48.082712248977
3700000000.0,85,14,11,47.082712248977
3700000000.0,85,14,12,46.082712248977
3700000000.0,85,14,13,45.082712248977
3700000000.0,85,14,14,44.082712248977
3700000000.0,85,14,15,43.082712248977
3700000000.0,85,15,0,57.082712248977
3700000000.0,85,15,1,56.082712248977
3700000000.0,85,15,2,55.082712248977
3700000000.0,85,15,3,54.082712248977
3700000000.0,85,15,4,53.082712248977
3700000000.0,85,15,5,52.082712248977
3700000000.0,85,15,6,51.082712248977
3700000000.0,85,15,7,50.082712248977
3700000000.0,85,15,8,49.082712248977
3700000000.0,85,15,9,48.082712248977
3700000000.0,85,15,10,47.082712248977
3700000000.0,85,15,11,46.082712248977
3700000000.0,85,15,12,45.082712248977
3700000000.0,85,15,13,44.082712248977
3700000000.0,85,15,14,43.082712248977
3700000000.0,85,15,15,42.082712248977
3700000000.0,90,0,0,72.57918392347764
3700000000.0,90,0,1,71.57918392347764
3700000000.0,90,0,2,70.57918392347764
3700000000.0,90,0,3,69.57918392347764
3700000000.0,90,0,4,68.57918392347764
3700000000.0,90,0,5,67.57918392347764
3700000000.0,90,0,6,66.57918392347764
3700000000.0,90,0,7,65.57918392347764
3700000000.0,90,0,8,64.57918392347764
3700000000.0,90,0,9,63.57918392347764
3700000000.0,90,0,10,62.57918392347764
3700000000.0,90,0,11,61.57918392347764
3700000000.0,90,0,12,60.57918392347764
3700000000.0,90,0,13,59.57918392347764
3700000000.0,90,0,14,58.57918392347764
3700000000.0,90,0,15,57.57918392347764
3700000000.0,90,1,0,71.57918392347764
3700000000.0,90,1,1,70.57918392347764
3700000000.0,90,1,2,69.57918392347764
3700000000.0,90,1,3,68.57918392347764
3700000000.0,90,1,4,67.57918392347764
3700000000.0,90,1,5,66.57918392347764
3700000000.0,90,1,6,65.57918392347764
3700000000.0,90,1,7,64.57918392347764
3700000000.0,90,1,8,63.57918392347764
3700000000.0,90,1,9,62.57918392347764
3700000000.0,90,1,10,61.57918392347764
3700000000.0,90,1,11,60.57918392347764
3700000000.0,90,1,12,59.57918392347764
3700000000.0,90,1,13,58.57918392347764
3700000000.0,90,1,14,57.57918392347764
3700000000.0,90,1,15,56.57918392347764
3700000000.0,90,2,0,70.57918392347764
3700000000.0,90,2,1,69.57918392347764
3700000000.0,90,2,2,68.57918392347764
3700000000.0,90,2,3,67.57918392347764
3700000000.0,90,2,4,66.57918392347764
3700000000.0,90,2,5,65.57918392347764
3700000000.0,90,2,6,64.57918392347764
3700000000.0,90,2,7,63.57918392347764
3700000000.0,90,2,8,62.57918392347764
3700000000.0,90,2,9,61.57918392347764
3700000000.0,90,2,10,60.57918392347764
3700000000.0,90,2,11,59.57918392347764
3700000000.0,90,2,12,58.57918392347764
3700000000.0,90,2,13,57.57918392347764
3700000000.0,90,2,14,56.57918392347764
3700000000.0,90,2,15,55.57918392347764
3700000000.0,90,3,0,69.57918392347764
3700000000.0,90,3,1,68.57918392347764
3700000000.0,90,3,2,67.57918392347764
3700000000.0,90,3,3,66.57918392347764
3700000000.0,90,3,4,65.57918392347764
3700000000.0,90,3,5,64.57918392347764
3700000000.0,90,3,6,63.57918392347764
3700000000.0,90,3,7,62.57918392347764
3700000000.0,90,3,8,61.57918392347764
3700000000.0,90,3,9,60.57918392347764
3700000000.0,90,3,10,59.57918392347764
3700000000.0,90,3,11,58.57918392347764
3700000000.0,90,3,12,57.57918392347764
3700000000.0,90,3,13,56.57918392347764
3700000000.0,90,3,14,55.57918392347764
3700000000.0,90,3,15,54.57918392347764
3700000000.0,90,4,0,68.57918392347764
3700000000.0,90,4,1,67.57918392347764
3700000000.0,90,4,2,66.57918392347764
3700000000.0,90,4,3,65.57918392347764
3700000000.0,90,4,4,64.57918392347764
3700000000.0,90,4,5,63.57918392347764
3700000000.0,90,4,6,62.57918392347764
3700000000.0,90,4,7,61.57918392347764
3700000000.0,90,4,8,60.57918392347764
3700000000.0,90,4,9,59.57918392347764
3700000000.0,90,4,10,58.57918392347764
3700000000.0,90,4,11,57.57918392347764
3700000000.0,90,4,12,56.57918392347764
3700000000.0,90,4,13,55.57918392347764
3700000000.0,90,4,14,54.57918392347764
3700000000.0,90,4,15,53.57918392347764
3700000000.0,90,5,0,67.57918392347764
3700000000.0,90,5,1,66.57918392347764
3700000000.0,90,5,2,65.57918392347764
3700000000.0,90,5,3,64.57918392347764
3700000000.0,90,5,4,63.57918392347764
3700000000.0,90,5,5,62.57918392347764
3700000000.0,90,5,6,61.57918392347764
3700000000.0,90,5,7,60.57918392347764
3700000000.0,90,5,8,59.57918392347764
3700000000.0,90,5,9,58.57918392347764
3700000000.0,90,5,10,57.57918392347764
3700000000.0,90,5,11,56.57918392347764
3700000000.0,90,5,12,55.57918392347764
3700000000.0,90,5,13,54.57918392347764
3700000000.0,90,5,14,53.57918392347764
3700000000.0,90,5,15,52.57918392347764
3700000000.0,90,6,0,66.57918392347764
3700000000.0,90,6,1,65.57918392347764
3700000000.0,90,6,2,64.57918392347764
3700000000.0,90,6,3,63.57918392347764
3700000000.0,90,6,4,62.57918392347764
3700000000.0,90,6,5,61.57918392347764
3700000000.0,90,6,6,60.57918392347764
3700000000.0,90,6,7,59.57918392347764
3700000000.0,90,6,8,58.57918392347764
3700000000.0,90,6,9,57.57918392347764
3700000000.0,90,6,10,56.57918392347764
3700000000.0,90,6,11,55.57918392347764
3700000000.0,90,6,12,54.57918392347764
3700000000.0,90,6,13,53.57918392347764
3700000000.0,90,6,14,52.57918392347764
3700000000.0,90,6,15,51.57918392347764
3700000000.0,90,7,0,65.57918392347764
3700000000.0,90,7,1,64.57918392347764
3700000000.0,90,7,2,63.57918392347764
3700000000.0,90,7,3,62.57918392347764
3700000000.0,90,7,4,61.57918392347764
3700000000.0,90,7,5,60.57918392347764
3700000000.0,90,7,6,59.57918392347764
3700000000.0,90,7,7,58.57918392347764
3700000000.0,90,7,8,57.57918392347764
3700000000.0,90,7,9,56.57918392347764
3700000000.0,90,7,10,55.57918392347764
3700000000.0,90,7,11,54.57918392347764
3700000000.0,90,7,12,53.57918392347764
3700000000.0,90,7,13,52.57918392347764
3700000000.0,90,7,14,51.57918392347764
3700000000.0,90,7,15,50.57918392347764
3700000000.0,90,8,0,64.57918392347764
3700000000.0,90,8,1,63.57918392347764
3700000000.0,90,8,2,62.57918392347764
3700000000.0,90,8,3,61.57918392347764
3700000000.0,90,8,4,60.57918392347764
3700000000.0,90,8,5,59.57918392347764
3700000000.0,90,8,6,58.57918392347764
3700000000.0,90,8,7,57.57918392347764
3700000000.0,90,8,8,56.57918392347764
3700000000.0,90,8,9,55.57918392347764
3700000000.0,90,8,10,54.57918392347764
3700000000.0,90,8,11,53.57918392347764
3700000000.0,90,8,12,52.57918392347764
3700000000.0,90,8,13,51.57918392347764
3700000000.0,90,8,14,50.57918392347764
3700000000.0,90,8,15,49.57918392347764
3700000000.0,90,9,0,63.57918392347764
3700000000.0,90,9,1,62.57918392347764
3700000000.0,90,9,2,61.57918392347764
3700000000.0,90,9,3,60.57918392347764
3700000000.0,90,9,4,59.57918392347764
3700000000.0,90,9,5,58.57918392347764
3700000000.0,90,9,6,57.57918392347764
3700000000.0,90,9,7,56.57918392347764
3700000000.0,90,9,8,55.57918392347764
3700000000.0,90,9,9,54.57918392347764
3700000000.0,90,9,10,53.57918392347764
3700000000.0,90,9,11,52.57918392347764
3700000000.0,90,9,12,51.57918392347764
3700000000.0,90,9,13,50.57918392347764
3700000000.0,90,9,14,49.57918392347764
3700000000.0,90,9,15,48.57918392347764
3700000000.0,90,10,0,62.57918392347764
3700000000.0,90,10,1,61.57918392347764
3700000000.0,90,10,2,60.57918392347764
3700000000.0,90,10,3,59.57918392347764
3700000000.0,90,10,4,58.57918392347764
3700000000.0,90,10,5,57.57918392347764
3700000000.0,90,10,6,56.57918392347764
3700000000.0,90,10,7,55.57918392347764
3700000000.0,90,10,8,54.57918392347764
3700000000.0,90,10,9,53.57918392347764
3700000000.0,90,10,10,52.57918392347764
3700000000.0,90,10,11,51.57918392347764
3700000000.0,90,10,12,50.57918392347764
3700000000.0,90,10,13,49.57918392347764
3700000000.0,90,10,14,48.57918392347764
3700000000.0,90,10,15,47.57918392347764
3700000000.0,90,11,0,61.57918392347764
3700000000.0,90,11,1,60.57918392347764
3700000000.0,90,11,2,59.57918392347764
3700000000.0,90,11,3,58.57918392347764
3700000000.0,90,11,4,57.57918392347764
3700000000.0,90,11,5,56.57918392347764
3700000000.0,90,11,6,55.57918392347764
3700000000.0,90,11,7,54.57918392347764
3700000000.0,90,11,8,53.57918392347764
3700000000.0,90,11,9,52.57918392347764
3700000000.0,90,11,10,51.57918392347764
3700000000.0,90,11,11,50.57918392347764
3700000000.0,90,11,12,49.57918392347764
3700000000.0,90,11,13,48.57918392347764
3700000000.0,90,11,14,47.57918392347764
3700000000.0,90,11,15,46.57918392347764
3700000000.0,90,12,0,60.57918392347764
3700000000.0,90,12,1,59.57918392347764
3700000000.0,90,12,2,58.57918392347764
3700000000.0,90,12,3,57.57918392347764
3700000000.0,90,12,4,56.57918392347764
3700000000.0,90,12,5,55.57918392347764
3700000000.0,90,12,6,54.57918392347764
3700000000.0,90,12,7,53.57918392347764
3700000000.0,90,12,8,52.57918392347764
3700000000.0,90,12,9,51.57918392347764
3700000000.0,90,12,10,50.57918392347764
3700000000.0,90,12,11,49.57918392347764
3700000000.0,90,12,12,48.57918392347764
3700000000.0,90,12,13,47.57918392347764
3700000000.0,90,12,14,46.57918392347764
3700000000.0,90,12,15,45.57918392347764
3700000000.0,90,13,0,59.57918392347764
3700000000.0,90,13,1,58.57918392347764
3700000000.0,90,13,2,57.57918392347764
3700000000.0,90,13,3,56.57918392347764
3700000000.0,90,13,4,55.57918392347764
3700000000.0,90,13,5,54.57918392347764
3700000000.0,90,13,6,53.57918392347764
3700000000.0,90,13,7,52.57918392347764
3700000000.0,90,13,8,51.57918392347764
3700000000.0,90,13,9,50.57918392347764
3700000000.0,90,13,10,49.57918392347764
3700000000.0,90,13,11,48.57918392347764
3700000000.0,90,13,12,47.57918392347764
3700000000.0,90,13,13,46.57918392347764
3700000000.0,90,13,14,45.57918392347764
3700000000.0,90,13,15,44.57918392347764
3700000000.0,90,14,0,58.57918392347764
3700000000.0,90,14,1,57.57918392347764
3700000000.0,90,14,2,56.57918392347764
3700000000.0,90,14,3,55.57918392347764
3700000000.0,90,14,4,54.57918392347764
3700000000.0,90,14,5,53.57918392347764
3700000000.0,90,14,6,52.57918392347764
3700000000.0,90,14,7,51.57918392347764
3700000000.0,90,14,8,50.57918392347764
3700000000.0,90,14,9,49.57918392347764
3700000000.0,90,14,10,48.57918392347764
3700000000.0,90,14,11,47.57918392347764
3700000000.0,90,14,12,46.57918392347764
3700000000.0,90,14,13,45.57918392347764
3700000000.0,90,14,14,44.57918392347764
3700000000.0,90,14,15,43.57918392347764
3700000000.0,90,15,0,57.57918392347764
3700000000.0,90,15,1,56.57918392347764
3700000000.0,90,15,2,55.57918392347764
3700000000.0,90,15,3,54.57918392347764
3700000000.0,90,15,4,53.57918392347764
3700000000.0,90,15,5,52.57918392347764
3700000000.0,90,15,6,51.57918392347764
3700000000.0,90,15,7,50.57918392347764
3700000000.0,90,15,8,49.57918392347764
3700000000.0,90,15,9,48.57918392347764
3700000000.0,90,15,10,47.57918392347764
3700000000.0,90,15,11,46.57918392347764
3700000000.0,90,15,12,45.57918392347764
3700000000.0,90,15,13,44.57918392347764
3700000000.0,90,15,14,43.57918392347764
3700000000.0,90,15,15,42.57918392347764
3700000000.0,95,0,0,73.0488058404681
3700000000.0,95,0,1,72.0488058404681
3700000000.0,95,0,2,71.0488058404681
3700000000.0,95,0,3,70.0488058404681
3700000000.0,95,0,4,69.0488058404681
3700000000.0,95,0,5,68.0488058404681
3700000000.0,95,0,6,67.0488058404681
3700000000.0,95,0,7,66.0488058404681
3700000000.0,95,0,8,65.0488058404681
3700000000.0,95,0,9,64.0488058404681
3700000000.0,95,0,10,63.048805840468106
3700000000.0,95,0,11,62.048805840468106
3700000000.0,95,0,12,61.048805840468106
3700000000.0,95,0,13,60.048805840468106
3700000000.0,95,0,14,59.048805840468106
3700000000.0,95,0,15,58.048805840468106
3700000000.0,95,1,0,72.0488058404681
3700000000.0,95,1,1,71.0488058404681
3700000000.0,95,1,2,70.0488058404681
3700000000.0,95,1,3,69.0488058404681
3700000000.0,95,1,4,68.0488058404681
3700000000.0,95,1,5,67.0488058404681
3700000000.0,95,1,6,66.0488058404681
3700000000.0,95,1,7,65.0488058404681
3700000000.0,95,1,8,64.0488058404681
3700000000.0,95,1,9,63.048805840468106
3700000000.0,95,1,10,62.048805840468106
3700000000.0,95,1,11,61.048805840468106
3700000000.0,95,1,12,60.048805840468106
3700000000.0,95,1,13,59.048805840468106
3700000000.0,95,1,14,58.048805840468106
3700000000.0,95,1,15,57.048805840468106
3700000000.0,95,2,0,71.0488058404681
3700000000.0,95,2,1,70.0488058404681
3700000000.0,95,2,2,69.0488058404681
3700000000.0,95,2,3,68.0488058404681
3700000000.0,95,2,4,67.0488058404681
3700000000.0,95,2,5,66.0488058404681
3700000000.0,95,2,6,65.0488058404681
3700000000.0,95,2,7,64.0488058404681
3700000000.0,95,2,8,63.048805840468106
3700000000.0,95,2,9,62.048805840468106
3700000000.0,95,2,10,61.048805840468106
3700000000.0,95,2,11,60.048805840468106
3700000000.0,95,2,12,59.048805840468106
3700000000.0,95,2,13,58.048805840468106
3700000000.0,95,2,14,57.048805840468106
3700000000.0,95,2,15,56.048805840468106
3700000000.0,95,3,0,70.0488058404681
3700000000.0,95,3,1,69.0488058404681
3700000000.0,95,3,2,68.0488058404681
3700000000.0,95,3,3,67.0488058404681
3700000000.0,95,3,4,66.0488058404681
3700000000.0,95,3,5,65.0488058404681
3700000000.0,95,3,6,64.0488058404681
3700000000.0,95,3,7,63.048805840468106
3700000000.0,95,3,8,62.048805840468106
3700000000.0,95,3,9,61.048805840468106
3700000000.0,95,3,10,60.048805840468106
3700000000.0,95,3,11,59.048805840468106
3700000000.0,95,3,12,58.048805840468106
3700000000.0,95,3,13,57.048805840468106
3700000000.0,95,3,14,56.048805840468106
3700000000.0,95,3,15,55.048805840468106
3700000000.0,95,4,0,69.0488058404681
3700000000.0,95,4,1,68.0488058404681
3700000000.0,95,4,2,67.0488058404681
3700000000.0,95,4,3,66.0488058404681
3700000000.0,95,4,4,65.0488058404681
3700000000.0,95,4,5,64.0488058404681
3700000000.0,95,4,6,63.048805840468106
3700000000.0,95,4,7,62.048805840468106
3700000000.0,95,4,8,61.048805840468106
3700000000.0,95,4,9,60.048805840468106
3700000000.0,95,4,10,59.048805840468106
3700000000.0,95,4,11,58.048805840468106
3700000000.0,95,4,12,57.048805840468106
3700000000.0,95,4,13,56.048805840468106
3700000000.0,95,4,14,55.048805840468106
3700000000.0,95,4,15,54.048805840468106
3700000000.0,95,5,0,68.0488058404681
3700000000.0,95,5,1,67.0488058404681
3700000000.0,95,5,2,66.0488058404681
3700000000.0,95,5,3,65.0488058404681
3700000000.0,95,5,4,64.0488058404681
3700000000.0,95,5,5,63.048805840468106
3700000000.0,95,5,6,62.048805840468106
3700000000.0,95,5,7,61.048805840468106
3700000000.0,95,5,8,60.048805840468106
3700000000.0,95,5,9,59.048805840468106
3700000000.0,95,5,10,58.048805840468106
3700000000.0,95,5,11,57.048805840468106
3700000000.0,95,5,12,56.048805840468106
3700000000.0,95,5,13,55.048805840468106
3700000000.0,95,5,14,54.048805840468106
3700000000.0,95,5,15,53.048805840468106
3700000000.0,95,6,0,67.0488058404681
3700000000.0,95,6,1,66.0488058404681
3700000000.0,95,6,2,65.0488058404681
3700000000.0,95,6,3,64.0488058404681
3700000000.0,95,6,4,63.048805840468106
3700000000.0,95,6,5,62.048805840468106
3700000000.0,95,6,6,61.048805840468106
3700000000.0,95,6,7,60.048805840468106
3700000000.0,95,6,8,59.048805840468106
3700000000.0,95,6,9,58.048805840468106
3700000000.0,95,6,10,57.048805840468106
3700000000.0,95,6,11,56.048805840468106
3700000000.0,95,6,12,55.048805840468106
3700000000.0,95,6,13,54.048805840468106
3700000000.0,95,6,14,53.048805840468106
3700000000.0,95,6,15,52.048805840468106
3700000000.0,95,7,0,66.0488058404681
3700000000.0,95,7,1,65.0488058404681
3700000000.0,95,7,2,64.0488058404681
3700000000.0,95,7,3,63.048805840468106
3700000000.0,95,7,4,62.048805840468106
3700000000.0,95,7,5,61.048805840468106
3700000000.0,95,7,6,60.048805840468106
3700000000.0,95,7,7,59.048805840468106
3700000000.0,95,7,8,58.048805840468106
3700000000.0,95,7,9,57.048805840468106
3700000000.0,95,7,10,56.048805840468106
3700000000.0,95,7,11,55.048805840468106
3700000000.0,95,7,12,54.048805840468106
3700000000.0,95,7,13,53.048805840468106
3700000000.0,95,7,14,52.048805840468106
3700000000.0,95,7,15,51.048805840468106
3700000000.0,95,8,0,65.0488058404681
3700000000.0,95,8,1,64.0488058404681
3700000000.0,95,8,2,63.048805840468106
3700000000.0,95,8,3,62.048805840468106
3700000000.0,95,8,4,61.048805840468106
3700000000.0,95,8,5,60.048805840468106
3700000000.0,95,8,6,59.048805840468106
3700000000.0,95,8,7,58.048805840468106
3700000000.0,95,8,8,57.048805840468106
3700000000.0,95,8,9,56.048805840468106
3700000000.0,95,8,10,55.048805840468106
3700000000.0,95,8,11,54.048805840468106
3700000000.0,95,8,12,53.048805840468106
3700000000.0,95,8,13,52.048805840468106
3700000000.0,95,8,14,51.048805840468106
3700000000.0,95,8,15,50.048805840468106
3700000000.0,95,9,0,64.0488058404681
3700000000.0,95,9,1,63.048805840468106
3700000000.0,95,9,2,62.048805840468106
3700000000.0,95,9,3,61.048805840468106
